codigo,uf,custo,valor_venda,produto,fornecedor
J10.0095,MT,279.68,820.0,JOGO PRATO TUCANO 18 PCS,PORTO BRASIL
J10.0096,GO,279.68,698.0,JOGO PRATO BORBOLETA 18 PCS VERONA,PORTO BRASIL
J10.0096,TO,282.48,698.0,JOGO PRATO BORBOLETA 18 PCS VERONA,PORTO BRASIL
J10.0096,PA,279.68,820.0,JOGO PRATO BORBOLETA 18 PCS VERONA,PORTO BRASIL
J10.0096,MT,279.68,820.0,JOGO PRATO BORBOLETA 18 PCS VERONA,PORTO BRASIL
J10.0097,GO,279.68,698.0,JOGO PRATO ABACAXI 18PCS PINEAPPLE NATURAL,PORTO BRASIL
J10.0097,TO,282.48,698.0,JOGO PRATO ABACAXI 18PCS PINEAPPLE NATURAL,PORTO BRASIL
J10.0097,PA,279.68,820.0,JOGO PRATO ABACAXI 18PCS PINEAPPLE NATURAL,PORTO BRASIL
J10.0097,MT,279.68,820.0,JOGO PRATO ABACAXI 18PCS PINEAPPLE NATURAL,PORTO BRASIL
J10.0098,GO,235.05,586.0,JOGO PRATO VERDE 18PCS MADELEINE,PORTO BRASIL
J10.0098,TO,237.4,586.0,JOGO PRATO VERDE 18PCS MADELEINE,PORTO BRASIL
J10.0098,PA,235.05,710.0,JOGO PRATO VERDE 18PCS MADELEINE,PORTO BRASIL
J10.0098,MT,235.05,710.0,JOGO PRATO VERDE 18PCS MADELEINE,PORTO BRASIL
J10.0099,GO,235.05,586.0,JOGO PRATO AZUL 18PCS ATENAS,PORTO BRASIL
J10.0099,TO,237.4,586.0,JOGO PRATO AZUL 18PCS ATENAS,PORTO BRASIL
J10.0099,PA,235.05,710.0,JOGO PRATO AZUL 18PCS ATENAS,PORTO BRASIL
J10.0099,MT,235.05,710.0,JOGO PRATO AZUL 18PCS ATENAS,PORTO BRASIL
J10.0100,GO,225.92,564.0,JOGO PRATO BRANCO 18 PCS AGRA BCO,PORTO BRASIL
J10.0100,TO,228.18,564.0,JOGO PRATO BRANCO 18 PCS AGRA BCO,PORTO BRASIL
J10.0100,PA,225.92,690.0,JOGO PRATO BRANCO 18 PCS AGRA BCO,PORTO BRASIL
J10.0100,MT,225.92,690.0,JOGO PRATO BRANCO 18 PCS AGRA BCO,PORTO BRASIL
J10.0101,GO,297.58,742.0,JOGO PRATO BRANCO 30 PCS AGRA BCO,PORTO BRASIL
J10.0101,TO,300.55,742.0,JOGO PRATO BRANCO 30 PCS AGRA BCO,PORTO BRASIL
J10.0101,PA,297.58,900.0,JOGO PRATO BRANCO 30 PCS AGRA BCO,PORTO BRASIL
J10.0101,MT,297.58,900.0,JOGO PRATO BRANCO 30 PCS AGRA BCO,PORTO BRASIL
J10.0102,GO,279.68,698.0,JOGO PRATO LIMAO 18PCS SICILIANA,PORTO BRASIL
J10.0102,TO,282.48,698.0,JOGO PRATO LIMAO 18PCS SICILIANA,PORTO BRASIL
J10.0102,PA,279.68,820.0,JOGO PRATO LIMAO 18PCS SICILIANA,PORTO BRASIL
J10.0102,MT,279.68,820.0,JOGO PRATO LIMAO 18PCS SICILIANA,PORTO BRASIL
J10.0103,GO,367.46,916.0,JOGO PRATO LA VIE 30PCS PASSARO PRETO,PORTO BRASIL
J10.0103,TO,371.14,916.0,JOGO PRATO LA VIE 30PCS PASSARO PRETO,PORTO BRASIL
J10.0103,PA,367.46,1100.0,JOGO PRATO LA VIE 30PCS PASSARO PRETO,PORTO BRASIL
J10.0103,MT,367.46,1100.0,JOGO PRATO LA VIE 30PCS PASSARO PRETO,PORTO BRASIL
L12.0094,GO,32.27,82.0,LIXEIRA REDONDA C PEDAL 34LTS,0
L12.0094,TO,32.59,82.0,LIXEIRA REDONDA C PEDAL 34LTS,0
L12.0094,PA,32.27,82.0,LIXEIRA REDONDA C PEDAL 34LTS,0
L12.0094,MT,32.27,82.0,LIXEIRA REDONDA C PEDAL 34LTS,0
L12.0095,GO,13.51,34.0,LIXEIRA REDONDA C PEDAL 12LTS,0
L12.0095,TO,13.65,34.0,LIXEIRA REDONDA C PEDAL 12LTS,0
L12.0095,PA,13.51,34.0,LIXEIRA REDONDA C PEDAL 12LTS,0
L12.0095,MT,13.51,34.0,LIXEIRA REDONDA C PEDAL 12LTS,0
L12.0096,GO,32.27,82.0,LIXEIRA QUADRADA C PEDAL 34LTS,0
L12.0096,TO,32.59,82.0,LIXEIRA QUADRADA C PEDAL 34LTS,0
L12.0096,PA,32.27,82.0,LIXEIRA QUADRADA C PEDAL 34LTS,0
L12.0096,MT,32.27,82.0,LIXEIRA QUADRADA C PEDAL 34LTS,0
L12.0097,GO,14.94,38.0,LIXEIRA QUADRADA C PEDAL 14LTS,0
L12.0097,TO,15.09,38.0,LIXEIRA QUADRADA C PEDAL 14LTS,0
L12.0097,PA,14.94,38.0,LIXEIRA QUADRADA C PEDAL 14LTS,0
L12.0097,MT,14.94,38.0,LIXEIRA QUADRADA C PEDAL 14LTS,0
L12.0098,GO,14.94,38.0,LIXEIRA COZINHA 14LTS,0
L12.0098,TO,15.09,38.0,LIXEIRA COZINHA 14LTS,0
L12.0098,PA,14.94,38.0,LIXEIRA COZINHA 14LTS,0
L12.0098,MT,14.94,38.0,LIXEIRA COZINHA 14LTS,0
L12.0099,GO,10.24,28.0,LIXEIRA PIA 5LTS,0
L12.0099,TO,10.35,28.0,LIXEIRA PIA 5LTS,0
L12.0099,PA,10.24,28.0,LIXEIRA PIA 5LTS,0
L12.0099,MT,10.24,28.0,LIXEIRA PIA 5LTS,0
C3.0482,GO,47.24,120.0,CAIXA ORGANIZADORA 80LTS,RISCHIOTO
C3.0482,TO,47.71,120.0,CAIXA ORGANIZADORA 80LTS,RISCHIOTO
C3.0482,PA,47.24,120.0,CAIXA ORGANIZADORA 80LTS,RISCHIOTO
C3.0482,MT,47.24,120.0,CAIXA ORGANIZADORA 80LTS,RISCHIOTO
C3.0483,GO,33.63,85.0,CAIXA ORGANIZADORA 50LTS,RISCHIOTO
C3.0483,TO,33.97,85.0,CAIXA ORGANIZADORA 50LTS,RISCHIOTO
C3.0483,PA,33.63,85.0,CAIXA ORGANIZADORA 50LTS,RISCHIOTO
C3.0483,MT,33.63,85.0,CAIXA ORGANIZADORA 50LTS,RISCHIOTO
C3.0484,GO,27.72,70.0,CAIXA ORGANIZADORA 30LTS,RISCHIOTO
C3.0484,TO,28.0,70.0,CAIXA ORGANIZADORA 30LTS,RISCHIOTO
C3.0484,PA,27.72,70.0,CAIXA ORGANIZADORA 30LTS,RISCHIOTO
C3.0484,MT,27.72,70.0,CAIXA ORGANIZADORA 30LTS,RISCHIOTO
C3.0485,GO,11.27,30.0,CAIXA  ORGANIZADORA 10LTS,RISCHIOTO
C3.0485,TO,11.38,30.0,CAIXA  ORGANIZADORA 10LTS,RISCHIOTO
C3.0485,PA,11.27,30.0,CAIXA  ORGANIZADORA 10LTS,RISCHIOTO
C3.0485,MT,11.27,30.0,CAIXA  ORGANIZADORA 10LTS,RISCHIOTO
C3.0486,GO,35.66,90.0,CAIXA ORGANIZADORA FUME 50LTS,RISCHIOTO
C3.0486,TO,36.02,90.0,CAIXA ORGANIZADORA FUME 50LTS,RISCHIOTO
C3.0486,PA,35.66,90.0,CAIXA ORGANIZADORA FUME 50LTS,RISCHIOTO
C3.0486,MT,35.66,90.0,CAIXA ORGANIZADORA FUME 50LTS,RISCHIOTO
C3.0487,GO,23.38,60.0,CAIXA ORGANIZADORA FUME 30LTS,RISCHIOTO
C3.0487,TO,23.61,60.0,CAIXA ORGANIZADORA FUME 30LTS,RISCHIOTO
C3.0487,PA,23.38,60.0,CAIXA ORGANIZADORA FUME 30LTS,RISCHIOTO
C3.0487,MT,23.38,60.0,CAIXA ORGANIZADORA FUME 30LTS,RISCHIOTO
C3.0488,GO,41.88,105.0,CESTO RATTAN 55LTS,RISCHIOTO
C3.0488,TO,42.3,102.0,CESTO RATTAN 55LTS,RISCHIOTO
C3.0488,PA,41.88,102.0,CESTO RATTAN 55LTS,RISCHIOTO
C3.0488,MT,41.88,102.0,CESTO RATTAN 55LTS,RISCHIOTO
C3.0489,GO,19.97,50.0,CESTO RATTAN 14.5LTS,RISCHIOTO
C3.0489,TO,20.17,50.0,CESTO RATTAN 14.5LTS,RISCHIOTO
C3.0489,PA,19.97,50.0,CESTO RATTAN 14.5LTS,RISCHIOTO
C3.0489,MT,19.97,50.0,CESTO RATTAN 14.5LTS,RISCHIOTO
C3.0490,GO,14.7,37.0,CESTO RATTAN 7.5LTS,RISCHIOTO
C3.0490,TO,14.85,37.0,CESTO RATTAN 7.5LTS,RISCHIOTO
C3.0490,PA,14.7,37.0,CESTO RATTAN 7.5LTS,RISCHIOTO
C3.0490,MT,14.7,37.0,CESTO RATTAN 7.5LTS,RISCHIOTO
C3.0470,GO,65.28,164.0,COBRELEITO CASAL 220X240 DUPLA FACE POA,LEPPER
C3.0470,TO,65.94,168.0,COBRELEITO CASAL 220X240 DUPLA FACE POA,LEPPER
C3.0470,PA,65.28,170.0,COBRELEITO CASAL 220X240 DUPLA FACE POA,LEPPER
C3.0470,MT,73.45,170.0,COBRELEITO CASAL 220X240 DUPLA FACE POA,LEPPER
C3.0471,GO,70.99,196.0,COBRELEITO QUEEN 240X260 DUPLA FACE POA,LEPPER
C3.0471,TO,71.7,198.0,COBRELEITO QUEEN 240X260 DUPLA FACE POA,LEPPER
C3.0471,PA,70.99,200.0,COBRELEITO QUEEN 240X260 DUPLA FACE POA,LEPPER
C3.0471,MT,70.99,200.0,COBRELEITO QUEEN 240X260 DUPLA FACE POA,LEPPER
C3.0472,GO,80.32,228.0,COBRELEITO KING 260X280 DUPLA FACE POA,LEPPER
C3.0472,TO,81.13,230.0,COBRELEITO KING 260X280 DUPLA FACE POA,LEPPER
C3.0472,PA,80.32,232.0,COBRELEITO KING 260X280 DUPLA FACE POA,LEPPER
C3.0472,MT,80.32,232.0,COBRELEITO KING 260X280 DUPLA FACE POA,LEPPER
C3.0473,GO,92.27,262.0,COBRELEITO SUPER KING 280X300 DUPLA FACE POA,LEPPER
C3.0473,TO,93.19,264.0,COBRELEITO SUPER KING 280X300 DUPLA FACE POA,LEPPER
C3.0473,PA,92.27,266.0,COBRELEITO SUPER KING 280X300 DUPLA FACE POA,LEPPER
C3.0473,MT,92.27,266.0,COBRELEITO SUPER KING 280X300 DUPLA FACE POA,LEPPER
J10.0104,GO,319.88,892.0,JOGO PRATO VERDE FOLHA 30 PCS HERBALIUM,PORTO BRASIL
J10.0104,TO,323.08,892.0,JOGO PRATO VERDE FOLHA 30 PCS HERBALIUM,PORTO BRASIL
J10.0104,PA,319.88,892.0,JOGO PRATO VERDE FOLHA 30 PCS HERBALIUM,PORTO BRASIL
J10.0104,MT,319.88,892.0,JOGO PRATO VERDE FOLHA 30 PCS HERBALIUM,PORTO BRASIL
J10.0105,GO,193.46,539.0,JOGO PRATO BEGE 18 PCS ACANTHUS,PORTO BRASIL
J10.0105,TO,195.4,539.0,JOGO PRATO BEGE 18 PCS ACANTHUS,PORTO BRASIL
J10.0105,PA,193.46,539.0,JOGO PRATO BEGE 18 PCS ACANTHUS,PORTO BRASIL
J10.0105,MT,193.46,539.0,JOGO PRATO BEGE 18 PCS ACANTHUS,PORTO BRASIL
K11.0118,GO,21.28,59.0,KIT BANDEIJA MESA POSTA,AMIGOLD
K11.0118,TO,21.49,59.0,KIT BANDEIJA MESA POSTA,AMIGOLD
K11.0118,PA,21.28,59.0,KIT BANDEIJA MESA POSTA,AMIGOLD
K11.0118,MT,21.28,59.0,KIT BANDEIJA MESA POSTA,AMIGOLD
K11.0119,GO,11.71,33.0,KIT MELAMINA BANDEIJA C MINI PRATO,AMIGOLD
K11.0119,TO,11.83,33.0,KIT MELAMINA BANDEIJA C MINI PRATO,AMIGOLD
K11.0119,PA,11.71,33.0,KIT MELAMINA BANDEIJA C MINI PRATO,AMIGOLD
K11.0119,MT,11.71,33.0,KIT MELAMINA BANDEIJA C MINI PRATO,AMIGOLD
K11.0120,GO,10.99,30.0,KIT REFEICAO INFANTIL 5PCS,AMIGOLD
K11.0120,TO,11.1,30.0,KIT REFEICAO INFANTIL 5PCS,AMIGOLD
K11.0120,PA,10.99,30.0,KIT REFEICAO INFANTIL 5PCS,AMIGOLD
K11.0120,MT,10.99,30.0,KIT REFEICAO INFANTIL 5PCS,AMIGOLD
K11.0121,GO,23.53,65.0,KIT POTE PLASTICO C 2 E MINI PRATO MELAMINA,AMIGOLD
K11.0121,TO,23.76,65.0,KIT POTE PLASTICO C 2 E MINI PRATO MELAMINA,AMIGOLD
K11.0121,PA,23.53,65.0,KIT POTE PLASTICO C 2 E MINI PRATO MELAMINA,AMIGOLD
K11.0121,MT,23.53,65.0,KIT POTE PLASTICO C 2 E MINI PRATO MELAMINA,AMIGOLD
B2.0150,GO,16.42,45.0,BANDEJA 35X23CM QUADRADA,AMIGOLD
B2.0150,TO,16.59,45.0,BANDEJA 35X23CM QUADRADA,AMIGOLD
B2.0150,PA,16.42,45.0,BANDEJA 35X23CM QUADRADA,AMIGOLD
B2.0150,MT,16.42,45.0,BANDEJA 35X23CM QUADRADA,AMIGOLD
B2.0151,GO,14.2,39.0,BANDEJA MELAMINA REDONDA,AMIGOLD
B2.0151,TO,14.34,39.0,BANDEJA MELAMINA REDONDA,AMIGOLD
B2.0151,PA,14.2,39.0,BANDEJA MELAMINA REDONDA,AMIGOLD
B2.0151,MT,14.2,39.0,BANDEJA MELAMINA REDONDA,AMIGOLD
T20.0204,GO,12.24,34.0,TIGELA BAMBU E PP SORTIDO 15X7.3CM,INGA IMPORT
T20.0204,TO,12.36,35.0,TIGELA BAMBU E PP SORTIDO 15X7.3CM,INGA IMPORT
T20.0204,PA,12.24,36.0,TIGELA BAMBU E PP SORTIDO 15X7.3CM,INGA IMPORT
T20.0204,MT,12.24,36.0,TIGELA BAMBU E PP SORTIDO 15X7.3CM,INGA IMPORT
T20.0203,GO,11.35,32.0,TIGELA BAMBU E PP 13.4X6.7CM,INGA IMPORT
T20.0203,TO,11.46,33.0,TIGELA BAMBU E PP 13.4X6.7CM,INGA IMPORT
T20.0203,PA,11.35,34.0,TIGELA BAMBU E PP 13.4X6.7CM,INGA IMPORT
T20.0203,MT,11.35,34.0,TIGELA BAMBU E PP 13.4X6.7CM,INGA IMPORT
K11.0124,GO,6.5,20.0,KIT BANDEIJA BAMBU 3PCS,CAI ZHANG
K11.0124,TO,6.57,21.0,KIT BANDEIJA BAMBU 3PCS,CAI ZHANG
K11.0124,PA,6.5,22.0,KIT BANDEIJA BAMBU 3PCS,CAI ZHANG
K11.0124,MT,6.5,22.0,KIT BANDEIJA BAMBU 3PCS,CAI ZHANG
K11.0125,GO,12.33,35.0,KIT PETISQUEIRA 4PCS,CAI ZHANG
K11.0125,TO,12.45,36.0,KIT PETISQUEIRA 4PCS,CAI ZHANG
K11.0125,PA,12.33,37.0,KIT PETISQUEIRA 4PCS,CAI ZHANG
K11.0125,MT,12.33,37.0,KIT PETISQUEIRA 4PCS,CAI ZHANG
F6.0048,GO,5.28,15.0,FLOR PIMENTA,CAI ZHANG
F6.0048,TO,5.33,67.0,FLOR PIMENTA,CAI ZHANG
F6.0048,PA,5.28,67.0,FLOR PIMENTA,CAI ZHANG
F6.0048,MT,5.28,67.0,FLOR PIMENTA,CAI ZHANG
F6.0049,GO,11.73,32.0,FLOR MINI ORQUIDEA,CAI ZHANG
F6.0049,TO,11.85,50.0,FLOR MINI ORQUIDEA,CAI ZHANG
F6.0049,PA,11.73,50.0,FLOR MINI ORQUIDEA,CAI ZHANG
F6.0049,MT,11.73,32.0,FLOR MINI ORQUIDEA,CAI ZHANG
C3.0491,GO,57.39,149.0,CAIXA DE SOM PLUSE 5,LIDYANE
C3.0491,TO,57.96,150.0,CAIXA DE SOM PLUSE 5,LIDYANE
C3.0491,PA,57.39,151.0,CAIXA DE SOM PLUSE 5,LIDYANE
C3.0491,MT,57.39,151.0,CAIXA DE SOM PLUSE 5,LIDYANE
C3.0492,GO,30.79,80.0,COPO TERMICO CLUBE COMMIX,LIDYANE
C3.0492,TO,31.1,81.0,COPO TERMICO CLUBE COMMIX,LIDYANE
C3.0492,PA,30.79,82.0,COPO TERMICO CLUBE COMMIX,LIDYANE
C3.0492,MT,30.79,82.0,COPO TERMICO CLUBE COMMIX,LIDYANE
C3.0493,GO,81.48,212.0,CUBOS MAGICOS,LIDYANE
C3.0493,TO,82.3,213.0,CUBOS MAGICOS,LIDYANE
C3.0493,PA,81.48,214.0,CUBOS MAGICOS,LIDYANE
C3.0493,MT,81.48,214.0,CUBOS MAGICOS,LIDYANE
B2.0107,GO,34.26,89.0,BRINQ ESCORPIAO ROBO LENGEND,LIDYANE
B2.0107,TO,34.61,90.0,BRINQ ESCORPIAO ROBO LENGEND,LIDYANE
B2.0107,PA,34.26,91.0,BRINQ ESCORPIAO ROBO LENGEND,LIDYANE
B2.0107,MT,34.26,91.0,BRINQ ESCORPIAO ROBO LENGEND,LIDYANE
B2.0104,GO,19.54,51.0,BRINQ DE PLASTICO PVC LANCA BOLHA DE SABAO  MOTOR A PILHA,MAX BRAS
B2.0104,TO,19.73,52.0,BRINQ DE PLASTICO PVC LANCA BOLHA DE SABAO  MOTOR A PILHA,MAX BRAS
B2.0104,PA,19.54,53.0,BRINQ DE PLASTICO PVC LANCA BOLHA DE SABAO  MOTOR A PILHA,MAX BRAS
B2.0104,MT,19.54,53.0,BRINQ DE PLASTICO PVC LANCA BOLHA DE SABAO  MOTOR A PILHA,MAX BRAS
B2.0105,GO,9.23,24.0,BRINQ ANIMAL MALUCO DE PLASTICO PVC,MAX BRAS
B2.0105,TO,9.32,25.0,BRINQ ANIMAL MALUCO DE PLASTICO PVC,MAX BRAS
B2.0105,PA,9.23,26.0,BRINQ ANIMAL MALUCO DE PLASTICO PVC,MAX BRAS
B2.0105,MT,9.23,26.0,BRINQ ANIMAL MALUCO DE PLASTICO PVC,MAX BRAS
B2.0106,GO,18.06,51.0,BRINQ BICICLETA DE PLASTICO PVC,MAX BRAS
B2.0106,TO,18.24,52.0,BRINQ BICICLETA DE PLASTICO PVC,MAX BRAS
B2.0106,PA,18.06,53.0,BRINQ BICICLETA DE PLASTICO PVC,MAX BRAS
B2.0106,MT,18.06,53.0,BRINQ BICICLETA DE PLASTICO PVC,MAX BRAS
A1.0028,GO,153.6,398.0,ANDADOR BEBE INFANTIL ATIVIDADES EDUCATIVO LUZES EMPURRAR,LIDYANE
A1.0028,TO,155.14,399.0,ANDADOR BEBE INFANTIL ATIVIDADES EDUCATIVO LUZES EMPURRAR,LIDYANE
A1.0028,PA,153.6,400.0,ANDADOR BEBE INFANTIL ATIVIDADES EDUCATIVO LUZES EMPURRAR,LIDYANE
A1.0028,MT,153.6,400.0,ANDADOR BEBE INFANTIL ATIVIDADES EDUCATIVO LUZES EMPURRAR,LIDYANE
C3.0494,GO,29.92,78.0,CARREGADOR DE CELULAR POR INDUCAO CONTATO 20W,LIDYANE
C3.0494,TO,30.22,79.0,CARREGADOR DE CELULAR POR INDUCAO CONTATO 20W,LIDYANE
C3.0494,PA,29.92,80.0,CARREGADOR DE CELULAR POR INDUCAO CONTATO 20W,LIDYANE
C3.0494,MT,29.92,80.0,CARREGADOR DE CELULAR POR INDUCAO CONTATO 20W,LIDYANE
G7.0049,GO,32.1,84.0,GARRAFA TERMICA RABBIT 350ML,LIDYANE
G7.0049,TO,32.42,85.0,GARRAFA TERMICA RABBIT 350ML,LIDYANE
G7.0049,PA,32.1,86.0,GARRAFA TERMICA RABBIT 350ML,LIDYANE
G7.0049,MT,32.1,86.0,GARRAFA TERMICA RABBIT 350ML,LIDYANE
G7.0050,GO,27.09,71.0,GARRAFA CLIC 500ML,LIDYANE
G7.0050,TO,27.36,72.0,GARRAFA CLIC 500ML,LIDYANE
G7.0050,PA,27.09,73.0,GARRAFA CLIC 500ML,LIDYANE
G7.0050,MT,27.09,73.0,GARRAFA CLIC 500ML,LIDYANE
G7.0051,GO,23.29,61.0,GARRAFA INFANTIL DIYI 400ML,LIDYANE
G7.0051,TO,23.52,62.0,GARRAFA INFANTIL DIYI 400ML,LIDYANE
G7.0051,PA,23.29,63.0,GARRAFA INFANTIL DIYI 400ML,LIDYANE
G7.0051,MT,23.29,63.0,GARRAFA INFANTIL DIYI 400ML,LIDYANE
G7.0052,GO,29.56,77.0,GARRAFA LOCK CLUBE COMIX 600ML,LIDYANE
G7.0052,TO,29.85,78.0,GARRAFA LOCK CLUBE COMIX 600ML,LIDYANE
G7.0052,PA,29.56,79.0,GARRAFA LOCK CLUBE COMIX 600ML,LIDYANE
G7.0052,MT,29.56,79.0,GARRAFA LOCK CLUBE COMIX 600ML,LIDYANE
G7.0053,GO,24.77,65.0,GARRAFINHA CELULAR C ADESIVOS E ALCA 300ML,LIDYANE
G7.0053,TO,25.02,40.0,GARRAFINHA CELULAR C ADESIVOS E ALCA 300ML,LIDYANE
G7.0053,PA,24.77,67.0,GARRAFINHA CELULAR C ADESIVOS E ALCA 300ML,LIDYANE
G7.0053,MT,24.77,67.0,GARRAFINHA CELULAR C ADESIVOS E ALCA 300ML,LIDYANE
G7.0054,GO,22.59,59.0,GARRAFINHA PICOLE MELANCIA 320ML,LIDYANE
G7.0054,TO,22.81,60.0,GARRAFINHA PICOLE MELANCIA 320ML,LIDYANE
G7.0054,PA,22.59,61.0,GARRAFINHA PICOLE MELANCIA 320ML,LIDYANE
G7.0054,MT,22.59,61.0,GARRAFINHA PICOLE MELANCIA 320ML,LIDYANE
G7.0055,GO,46.41,121.0,GARRAFINHA VACUO INOX 430ML,LIDYANE
G7.0055,TO,46.88,122.0,GARRAFINHA VACUO INOX 430ML,LIDYANE
G7.0055,PA,46.41,123.0,GARRAFINHA VACUO INOX 430ML,LIDYANE
G7.0055,MT,46.41,123.0,GARRAFINHA VACUO INOX 430ML,LIDYANE
M13.0055,GO,36.3,94.0,MALETA SUPER CHEF,LIDYANE
M13.0055,TO,36.66,95.0,MALETA SUPER CHEF,LIDYANE
M13.0055,PA,36.3,96.0,MALETA SUPER CHEF,LIDYANE
M13.0055,MT,36.3,96.0,MALETA SUPER CHEF,LIDYANE
M13.0056,GO,92.64,240.0,MARMITA ELETRICA LUNCHBOX,LIDYANE
M13.0056,TO,93.56,241.0,MARMITA ELETRICA LUNCHBOX,LIDYANE
M13.0056,PA,92.64,242.0,MARMITA ELETRICA LUNCHBOX,LIDYANE
M13.0056,MT,92.64,242.0,MARMITA ELETRICA LUNCHBOX,LIDYANE
M13.0057,GO,89.5,232.0,MICROFONE BLUTOOTH,LIDYANE
M13.0057,TO,90.39,233.0,MICROFONE BLUTOOTH,LIDYANE
M13.0057,PA,89.5,234.0,MICROFONE BLUTOOTH,LIDYANE
M13.0057,MT,89.5,234.0,MICROFONE BLUTOOTH,LIDYANE
B2.0108,GO,23.28,61.0,BRINQ PATINHO OCULOS SOLTA BOLHAS,LIDYANE
B2.0108,TO,23.51,62.0,BRINQ PATINHO OCULOS SOLTA BOLHAS,LIDYANE
B2.0108,PA,23.28,63.0,BRINQ PATINHO OCULOS SOLTA BOLHAS,LIDYANE
B2.0108,MT,23.28,63.0,BRINQ PATINHO OCULOS SOLTA BOLHAS,LIDYANE
B2.0109,GO,34.58,90.0,BRINQ PTEROSSAURO MECANICO,LIDYANE
B2.0109,TO,34.93,91.0,BRINQ PTEROSSAURO MECANICO,LIDYANE
B2.0109,PA,34.58,92.0,BRINQ PTEROSSAURO MECANICO,LIDYANE
B2.0109,MT,34.58,92.0,BRINQ PTEROSSAURO MECANICO,LIDYANE
R18.0016,GO,72.17,188.0,ROBO ASPIRADOR INTELIGENTE SWEEPNG ROBOT LIMPADOR,LIDYANE
R18.0016,TO,72.89,189.0,ROBO ASPIRADOR INTELIGENTE SWEEPNG ROBOT LIMPADOR,LIDYANE
R18.0016,PA,72.17,190.0,ROBO ASPIRADOR INTELIGENTE SWEEPNG ROBOT LIMPADOR,LIDYANE
R18.0016,MT,72.17,190.0,ROBO ASPIRADOR INTELIGENTE SWEEPNG ROBOT LIMPADOR,LIDYANE
B2.0110,GO,20.14,53.0,BRINQ ROBO DANCARINO 2 PES SONIDO Y LUCES,LIDYANE
B2.0110,TO,20.34,54.0,BRINQ ROBO DANCARINO 2 PES SONIDO Y LUCES,LIDYANE
B2.0110,PA,20.14,55.0,BRINQ ROBO DANCARINO 2 PES SONIDO Y LUCES,LIDYANE
B2.0110,MT,20.14,55.0,BRINQ ROBO DANCARINO 2 PES SONIDO Y LUCES,LIDYANE
B2.0111,GO,15.48,41.0,BRINQ ROBO DANCARINO GIRA 360 2 PERNAS,LIDYANE
B2.0111,TO,15.64,42.0,BRINQ ROBO DANCARINO GIRA 360 2 PERNAS,LIDYANE
B2.0111,PA,15.48,43.0,BRINQ ROBO DANCARINO GIRA 360 2 PERNAS,LIDYANE
B2.0111,MT,15.48,43.0,BRINQ ROBO DANCARINO GIRA 360 2 PERNAS,LIDYANE
B2.0112,GO,19.87,52.0,BRINQ ROBO LEDY ROSA ARANHA DANCARINO 6,LIDYANE
B2.0112,TO,20.06,53.0,BRINQ ROBO LEDY ROSA ARANHA DANCARINO 6,LIDYANE
B2.0112,PA,19.87,54.0,BRINQ ROBO LEDY ROSA ARANHA DANCARINO 6,LIDYANE
B2.0112,MT,19.87,54.0,BRINQ ROBO LEDY ROSA ARANHA DANCARINO 6,LIDYANE
B2.0113,GO,30.21,79.0,BRINQ TREM TRANSFORMER THOMAS ROBO,LIDYANE
B2.0113,TO,30.51,80.0,BRINQ TREM TRANSFORMER THOMAS ROBO,LIDYANE
B2.0113,PA,30.21,81.0,BRINQ TREM TRANSFORMER THOMAS ROBO,LIDYANE
B2.0113,MT,30.21,81.0,BRINQ TREM TRANSFORMER THOMAS ROBO,LIDYANE
B2.0114,GO,25.68,72.0,BRINQ EDUCATIVO FAZENDA 717 F,LIDYANE
B2.0114,TO,25.93,73.0,BRINQ EDUCATIVO FAZENDA 717 F,LIDYANE
B2.0114,PA,25.68,74.0,BRINQ EDUCATIVO FAZENDA 717 F,LIDYANE
B2.0114,MT,25.68,74.0,BRINQ EDUCATIVO FAZENDA 717 F,LIDYANE
B2.0115,GO,29.4,83.0,BRINQ EDUCATIVO CARROS 717 G,LIDYANE
B2.0115,TO,29.69,84.0,BRINQ EDUCATIVO CARROS 717 G,LIDYANE
B2.0115,PA,29.4,85.0,BRINQ EDUCATIVO CARROS 717 G,LIDYANE
B2.0115,MT,29.4,85.0,BRINQ EDUCATIVO CARROS 717 G,LIDYANE
B2.0116,GO,37.14,103.0,BRINQ TREM EDUCATIVO 618 7,LIDYANE
B2.0116,TO,37.51,105.0,BRINQ TREM EDUCATIVO 618 7,LIDYANE
B2.0116,PA,37.14,107.0,BRINQ TREM EDUCATIVO 618 7,LIDYANE
B2.0116,MT,37.14,107.0,BRINQ TREM EDUCATIVO 618 7,LIDYANE
B2.0117,GO,45.68,128.0,BRINQ LABIRINTO C PIRAMIDE DIDATICO,LIDYANE
B2.0117,TO,46.14,130.0,BRINQ LABIRINTO C PIRAMIDE DIDATICO,LIDYANE
B2.0117,PA,45.68,132.0,BRINQ LABIRINTO C PIRAMIDE DIDATICO,LIDYANE
B2.0117,MT,45.68,132.0,BRINQ LABIRINTO C PIRAMIDE DIDATICO,LIDYANE
B2.0118,GO,10.32,29.0,BRINQ BLOCOS DE MONTAR CARRO 335 5,LIDYANE
B2.0118,TO,10.43,30.0,BRINQ BLOCOS DE MONTAR CARRO 335 5,LIDYANE
B2.0118,PA,10.32,31.0,BRINQ BLOCOS DE MONTAR CARRO 335 5,LIDYANE
B2.0118,MT,10.32,31.0,BRINQ BLOCOS DE MONTAR CARRO 335 5,LIDYANE
